data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
,,#event+code,,#date+occurred,#date+year,,#event+type,,#group+name+first,#group+name+first+assoc,,#group+name+second,#group+name+second+assoc,,,#region+name,#country+name,#adm1+name,#adm2+name,#adm3+name,#loc+name,#geo+lat,#geo+lon,,#meta+source,,#description,#affected+killed,,#country+code
7382755,51,ARM 4994.00,4994,2020-12-12,2020,1,Protests,Peaceful protest,Protesters (Armenia),Veto,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,News Am,National,"On 12 December 2020, a group of people organized a protest in front of the Police head office in Yerevan demanding them to join to the protests demanding the Prime Minister's resignation. Among the protesters were the head of Veto movement. The protests in Armenia started upon the signing of the statement between the president of Azerbaijan to stop the fighting in Nagorno-Karabakh, which the opposition named as surrender of Artsakh. [size=no report]",0,1607963813,ARM
7382764,51,ARM 4993.00,4993,2020-12-12,2020,1,Protests,Peaceful protest,Protesters (Armenia),ARFD: Armenian Revolutionary Federation; Government of Armenia (2018-),6,,,0,60,Caucasus and Central Asia,Armenia,Shirak,Akhuryan,,Gyumri,40.7847,43.8416,1,RFE/RL,International,"On 12 December 2020, members of Armenian Revolutionary Federation, and others blocked the highway in Gyumri (Akhuryan, Shirak, Armenia) demanding the resignation of the Prime Minister. Among the protesters were the head of Marmashen village. The protests in Armenia started upon the signing of the statement between the president of Azerbaijan to stop the fighting in Nagorno-Karabakh, which the opposition named as the surrender of Artsakh. [size=no report]",0,1607963814,ARM
7382786,51,ARM 4990.00,4990,2020-12-11,2020,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Shirak,Akhuryan,,Gyumri,40.7847,43.8416,1,Sputnik Armenia,National,"On 11 December 2020, a group of people closed several streets in Gyumri city (Akhuryan, Shirak, Armenia) demanding the resignation of the Prime Minister. The demonstrations in Armenia started upon the signing of the statement between the president of Azerbaijan to stop the fighting in Nagorno-Karabakh, which the opposition named as the surrender of Artsakh. [size=no report]",0,1607963814,ARM
7382670,51,ARM 4973.00,4973,2020-12-11,2020,1,Protests,Protest with intervention,Protesters (Armenia),ARFD: Armenian Revolutionary Federation; HHK: Republican Party of Armenia; BHK: Prosperous Armenia Party; Homeland Party; Former Government of Armenia (2018-); Government of Armenia (2018-),6,Police Forces of Armenia (2018-),,1,16,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,Sputnik Armenia; Armtimes,National,"On 11 December 2020, opposition Prosperous Armenia, Republican Party of Armenia, Homeland Party, Armenian Revolutionary Federation parties and others organized a protest march in Yerevan demanding the resignation of the Prime Minister. The police detained some of the protesters after they tried to block several streets in Yerevan. Among the protesters were the former head of the National Security Service, former and acting MPs. The protests in Armenia started upon the signing of the statement between the president of Azerbaijan to stop the fighting in Nagorno-Karabakh, which the opposition named as surrender of Artsakh. [size=no report]",0,1607963813,ARM
7382683,51,ARM 4989.00,4989,2020-12-11,2020,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Lori,Tumanian,,Alaverdi,41.0812,44.6154,1,A1+,National,"On 11 December 2020, a group of people closed the highway in Alaverdi city demanding the resignation of the Prime Minister. The demonstrations in Armenia started upon the signing of the statement between the president of Azerbaijan to stop the fighting in Nagorno-Karabakh, which the opposition named as the surrender of Artsakh. [size=no report]",0,1607963813,ARM
7382697,51,ARM 4992.00,4992,2020-12-11,2020,1,Protests,Protest with intervention,Protesters (Armenia),,6,Police Forces of Armenia (2018-),,1,16,Caucasus and Central Asia,Armenia,Gegharkunik,Sevan,,Sevan,40.5484,44.9487,2,Aravot,National,"On 11 December 2020, a group of people closed Yerevan-Sevan highway in Gegharkunik region (coded to Sevan with GP2) demanding the resignation of the Prime Minister. The demonstrations in Armenia started upon the signing of the statement between the president of Azerbaijan to stop the fighting in Nagorno-Karabakh, which the opposition named as the surrender of Artsakh. Police detained 2 people. [size=no report]",0,1607963813,ARM
7382698,51,ARM 4991.00,4991,2020-12-11,2020,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Shirak,Artik,,Horom,40.6595,43.8875,1,Aravot,National,"On 11 December 2020, a group of people organized a protest in Horom village in support of the Prime Minister. The protests in Armenia started upon the signing of the statement between the president of Azerbaijan to stop the fighting in Nagorno-Karabakh, which the opposition named as surrender of Artsakh. [size=no report]",0,1607963813,ARM
7382671,51,ARM 4988.00,4988,2020-12-10,2020,1,Protests,Protest with intervention,Protesters (Armenia),ARFD: Armenian Revolutionary Federation; HHK: Republican Party of Armenia,6,Police Forces of Armenia (2018-),,1,16,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,168 Hours; RFE/RL,National-International,"On 10 December 2020, members of Armenian Republican party, Armenian Revolutionary Federation parties and others organized a protest in front of the government house in Yerevan (Yerevan, Armenia) demanding the resignation of the Prime Minister. The demonstrations in Armenia started upon the signing of the statement between the president of Azerbaijan to stop the fighting in Nagorno-Karabakh, which the opposition named as the surrender of Artsakh. Police detained 42 people after protesters blocked nearby streets. [size=no report]",0,1607963813,ARM
7382684,51,ARM 4986.00,4986,2020-12-10,2020,1,Protests,Peaceful protest,Protesters (Armenia),Civil Contract,6,,,0,60,Caucasus and Central Asia,Armenia,Shirak,Akhuryan,,Marmashen,40.8360,43.7819,1,A1+,National,"On 10 December 2020, residents of Marmashen and neighboring village (Akhuryan, Shirak, Armenia) organized a protest against the community head's statement demanding the demand of Armenia's prime minister resigned, and expressed support for the Prime Minister (from Civil Contract). [size=no report]",0,1607963813,ARM
7382685,51,ARM 4985.00,4985,2020-12-10,2020,1,Protests,Peaceful protest,Protesters (Armenia),Civil Contract,6,,,0,60,Caucasus and Central Asia,Armenia,Shirak,Akhuryan,,Basen,40.7574,43.9929,1,A1+,National,"On 10 December 2020, residents of Basen village (Akhuryan, Shirak, Armenia) organized a protest against the community head's statement demanding Armenia's prime minister resign, and expressed support for the Prime Minister (from Civil Contract). [size=no report]",0,1607963813,ARM
7382700,51,ARM 4969.00,4969,2020-12-10,2020,1,Protests,Peaceful protest,Protesters (Armenia),Civil Contract,6,,,0,60,Caucasus and Central Asia,Armenia,Lori,Spitak,,Spitak,40.8321,44.2741,1,Armtimes,National,"On 10 December 2020, a group of people organized a protest in Spitak city (Lori, Armenia) against the community head's statement demanding Armenia's prime minister resign, and expressed support for the Prime Minister (from Civil Contract). [size=no report]",0,1607963813,ARM
7382769,51,ARM 4987.00,4987,2020-12-10,2020,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Armavir,Vagharshapat,,Vagharshapat,40.1627,44.2931,1,RFE/RL,International,"On 10 December 2020, parents and relatives of soldiers who went missing during the war in Nagorno Karabakh organized a protest in front of the military base in Vagharshapat demanding a meeting with the military authorities to address the question about their relatives. [size=no report]",0,1607963814,ARM
7382668,51,ARM 4967.00,4967,2020-12-09,2020,1,Protests,Peaceful protest,Protesters (Armenia),ARFD: Armenian Revolutionary Federation; HHK: Republican Party of Armenia; BHK: Prosperous Armenia Party; Homeland Party; Former Government of Armenia (2018-); Government of Armenia (2018-),6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,Aravot; RFE/RL,National-International,"On 9 December 2020, 2400-2600 people participated in the protest organized by opposition Prosperous Armenia, Republican Party of Armenia, Homeland Party, Armenian Revolutionary Federation parties and others in Yerevan demanding the resignation of the Prime Minister. Among the protesters were the former head of National Security Service, MPs and others. The protests in Armenia started upon the signing of the statement between the president of Azerbaijan to stop the fighting in Nagorno-Karabakh, which the opposition named as the surrender of Artsakh. [size=2400-2600]",0,1607963813,ARM
7382677,51,ARM 4984.00,4984,2020-12-09,2020,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Shirak,Ashotck,,Bavra,41.1189,43.8085,1,168 Hours,National,"On 9 December 2020, a group of people blocked the highway passing through Bavra village (Ashotsk, Shirak, Armenia) demanding the resignation of the Prime Minister. The protests in Armenia started upon the signing of the statement between the president of Azerbaijan to stop the fighting in Nagorno-Karabakh, which the opposition named as the surrender of Artsakh. [size=no report]",0,1607963813,ARM
7382765,51,ARM 4983.00,4983,2020-12-09,2020,1,Protests,Peaceful protest,Protesters (Armenia),Civil Contract,6,,,0,60,Caucasus and Central Asia,Armenia,Aragatsotn,Aparan,,Aparan,40.5927,44.3598,1,RFE/RL,International,"On 9 December 2020, residents of Aparan city and neighboring villages organized a protest in Aparan supporting the Prime Minister of Armenia (from Civil Contract), after the heads of communities announced statements demanding his resignation. [size=no report]",0,1607963814,ARM
7382888,51,ARM 4977.00,4977,2020-12-08,2020,1,Protests,Protest with intervention,Protesters (Armenia),Government of Armenia (2018-),6,Police Forces of Armenia (2018-),,1,16,Caucasus and Central Asia,Armenia,Ararat,Ararat,,Ararat,39.8307,44.7041,2,Yerevan Today,National,"On 8 December 2020, local residents blocked the highway near Ararat city, demanding the resignation of the Prime Minister. The protests in Armenia started upon the signing of the statement between the president of Azerbaijan to stop the fighting in Nagorno-Karabakh, which the opposition named as the surrender of Artsakh. The police detained several protesters to open the road. Among the detainees were the heads of Ararat city, Urtsadzor and Surenavan villages. [size=no report]",0,1607963814,ARM
7382889,51,ARM 4970.00,4970,2020-12-08,2020,1,Riots,Violent demonstration,Rioters (Armenia),ARFD: Armenian Revolutionary Federation,5,Rioters (Armenia),,5,55,Caucasus and Central Asia,Armenia,Ararat,Ararat,,Ararat,39.8307,44.7041,1,Yerkir,National,"On 8 December 2020, Armenian Revolutionary Federation parties and others organized a demonstration in Ararat city (Ararat, Armenia) demanding the resignation of the Prime Minister. A brawl started when an unidentified group tried to stop the demonstration. The police then intervened and detained several people. Demonstrations in Armenia started upon the signing of the statement between the president of Azerbaijan to stop the fighting in Nagorno-Karabakh, which the opposition named as the surrender of Artsakh. [size=no report]",0,1607963814,ARM
7382890,51,ARM 4968.00,4968,2020-12-08,2020,1,Violence against civilians,Attack,Police Forces of Armenia (2018-),,1,Civilians (Armenia),ARFD: Armenian Revolutionary Federation; Prisoners (Armenia),7,17,Caucasus and Central Asia,Armenia,Ararat,Artashat,,Artashat,39.9565,44.5457,1,Yerkir,National,"On 8 December 2020, a member of Armenian Revolutionary Federation, who was detained after a brawl during a demonstration in Ararat on the same day against the prime minister of Armenia, was beaten by the police in the police department of Artashat.",0,1607963814,ARM
7382669,51,ARM 4972.00,4972,2020-12-08,2020,1,Protests,Protest with intervention,Protesters (Armenia),ARFD: Armenian Revolutionary Federation; HHK: Republican Party of Armenia; BHK: Prosperous Armenia Party; Homeland Party; Former Government of Armenia (2018-),6,Police Forces of Armenia (2018-),,1,16,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,Armtimes; Hetq,National,"On 8 December 2020, opposition Prosperous Armenia, Republican Party of Armenia, Homeland Party, Armenian Revolutionary Federation parties and others blocked several streets in Yerevan demanding the resignation of the Prime Minister. 90 protesters were detained as a result of the police actions to open the streets. People also organized protests in front of the head office of the National Security Service and the Prosecutor's office. Among the protesters was a former MP. The protests in Armenia started upon the signing of the statement between the president of Azerbaijan to stop the fighting in Nagorno-Karabakh, which the opposition named as surrender of Artsakh. [size=no report]",0,1607963813,ARM
7382678,51,ARM 4978.00,4978,2020-12-08,2020,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Gegharkunik,Gavar,,Gavar,40.3522,45.1264,1,168 Hours,National,"On 8 December 2020, a group of people organized a protest in Gavar city (Gavar, Gegharkunik, Armenia) demanding the resignation of the Prime Minister. The protests in Armenia started upon the signing of the statement between the president of Azerbaijan to stop the fighting in Nagorno-Karabakh, which the opposition named as the surrender of Artsakh. [size=no report]",0,1607963813,ARM
7382682,51,ARM 4974.00,4974,2020-12-08,2020,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Shirak,Akhuryan,,Azatan,40.7244,43.8286,1,A1+,National,"On 8 December 2020, residents of Azatan village (Akhuryan, Shirak, Armenia) organized a protest against the community head's statement demanding Armenia's prime minister resign, and expressed that it did not reflect all residents of Azatan. [size=no report]",0,1607963813,ARM
7382694,51,ARM 4981.00,4981,2020-12-08,2020,1,Riots,Violent demonstration,Rioters (Armenia),Homeland Party; ARFD: Armenian Revolutionary Federation,5,Rioters (Armenia),,5,55,Caucasus and Central Asia,Armenia,Lori,Vanadzor,,Vanadzor,40.8106,44.4854,1,Aravot,National,"On 8 December 2020, members of Homeland Party, Armenian Revolutionary Federation parties and others organized a demonstration in Vanadzor demanding the resignation of the Prime Minister. The demonstrations in Armenia started upon the signing of the statement between the president of Azerbaijan to stop the fighting in Nagorno-Karabakh, which the opposition named as the surrender of Artsakh. A brawl took place with a group of the people after they started to chant slogans in support of the Prime Minister. [size=no report]",0,1607963813,ARM
7382695,51,ARM 4979.00,4979,2020-12-08,2020,1,Protests,Peaceful protest,Protesters (Armenia),ARFD: Armenian Revolutionary Federation; HHK: Republican Party of Armenia; BHK: Prosperous Armenia Party; Homeland Party,6,,,0,60,Caucasus and Central Asia,Armenia,Shirak,Akhuryan,,Gyumri,40.7847,43.8416,1,Aravot,National,"On 8 December 2020, members of Prosperous Armenia, Republican Party of Armenia, Homeland Party, Armenian Revolutionary Federation parties and others organized a protest in Gyumri city (Gyumri, Akhuryan, Armenia) demanding the resignation of the Prime Minister. The protests in Armenia started upon the signing of the statement between the president of Azerbaijan to stop the fighting in Nagorno-Karabakh, which the opposition named as the surrender of Artsakh. [size=no report]",0,1607963813,ARM
7382696,51,ARM 4976.00,4976,2020-12-08,2020,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Aragatsotn,Aparan,,Aparan,40.5927,44.3598,1,Aravot,National,"On 8 December 2020, a group of people organized a protest in Aparan city (Aparan, Aragatsotn, Armenia) demanding the resignation of the Prime Minister as part of nationwide protests against the government signing the agreement ending the war in Artsakh. [size=no report]",0,1607963813,ARM
7382699,51,ARM 4971.00,4971,2020-12-08,2020,1,Protests,Peaceful protest,Protesters (Armenia),Civil Contract,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,Armtimes,National,"On 8 December 2020, a group of people organized a protest in front of the government house in Yerevan in support of Prime Minister Nikol Pashinyan (from Civil Contract) as a rection to the nationwide opposition protests upon the signing of the statement to stop the fighting in Nagorno-Karabakh. [size=no report]",0,1607963813,ARM
7382753,51,ARM 4980.00,4980,2020-12-08,2020,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Armavir,Vagharshapat,,Vagharshapat,40.1627,44.2931,1,News Am,National,"On 8 December 2020, parents and relatives of soldiers who went missing during the war in Nagorno Karabakh organized a protest in front of the military base in Vagharshapat demanding to organize search operations in Zangilan region. [size=no report]",0,1607963813,ARM
7382754,51,ARM 4982.00,4982,2020-12-08,2020,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,News Am,National,"On 8 December 2020, parents and relatives of soldiers who went missing during the war in Nagorno Karabakh organized a protest in front of Armenia's Ministry of Defense in Yerevan (Yerevan, Armenia) demanding a meeting with the commander of Russian peacekeepers to address the question about their relatives. [size=no report]",0,1607963813,ARM
7382693,51,ARM 4975.00,4975,2020-12-06,2020,1,Protests,Peaceful protest,Protesters (Azerbaijan),Refugees/IDPs (Azerbaijan),6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,Aravot,National,"On 6 December 2020, displaced residents from Berdzor city and Aghavno village of de facto Artsakh Republic organized a protest in Yerevan (Yerevan, Armenia), demanding clarification whether their settlements will be transferred to Azerbaijan or not. [size=no report]",0,1607963813,ARM
7327674,51,ARM 4966.00,4966,2020-12-05,2020,1,Protests,Peaceful protest,Protesters (Armenia),ARFD: Armenian Revolutionary Federation; HHK: Republican Party of Armenia; BHK: Prosperous Armenia Party; Homeland Party,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,Caucasian Knot,International,"On 5 December 2020, opposition Prosperous Armenia, Republican Party of Armenia, Homeland Party, Armenian Revolutionary Federation parties and others organized a protest of tens of thousands of people in Yerevan demanding the resignation of the Prime Minister. The protests in Armenia started upon the signing of the statement between the president of Azerbaijan to stop the fighting in Nagorno-Karabakh, which the opposition named as the surrender of Artsakh. [size=tens of thousands]",0,1607369873,ARM
7327633,51,ARM 4965.00,4965,2020-12-03,2020,1,Protests,Peaceful protest,Protesters (Armenia),National Agenda,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,Tert; A1+,National,"On 3 December 2020, members of the National Agenda party organized a protest in front of the prosecutor's office in Yerevan demanding to stop political persecutions and start an investigation against the prime minister for signing the agreement ending the war Nagorno-Karabakh. A similar protest happened in front of another ruling party MP on that day in Yerevan. [size=no report]",0,1607369873,ARM
7327711,51,ARM 4955.00,4955,2020-12-03,2020,1,Protests,Protest with intervention,Protesters (Armenia),ARFD: Armenian Revolutionary Federation,6,Police Forces of Armenia (2018-),,1,16,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,News Am,National,"On 3 December 2020, members of the Armenian Revolutionary Federation blocked several streets in Yerevan demanding the resignation of the prime minister of Armenia as part of string of nationwide protests against the agreement ending the war in Nagorno-Karabakh. The police intervened and detained 43 people blocking the streets. [size=no report]",0,1607369874,ARM
7327722,51,ARM 4964.00,4964,2020-12-02,2020,1,Protests,Peaceful protest,Protesters (Armenia),ARFD: Armenian Revolutionary Federation; BHK: Prosperous Armenia Party; Government of Armenia (2018-),6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,RFE/RL,International,"On 2 December 2020, members of the Armenian Revolutionary Federation organized a protest march in Yerevan demanding the resignation of the prime minister of Armenia as part of string of nationwide protests against the agreement ending the war in Nagorno-Karabakh. Among the protesters was the MP from Prosperious Armenia. [size=no report]",0,1607369874,ARM
7327879,51,ARM 4962.00,4962,2020-12-01,2020,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Armavir,Vagharshapat,,Vagharshapat,40.1627,44.2931,1,Yerkir,National,"On 1 December 2020, parents and relatives of soldiers who went missing during the war in Nagorno Karabakh organized a protest in front of the military base in Vagharshapat demanding to organize search operations in Zangilan region. [size=no report]",0,1607369875,ARM
7327632,51,ARM 4963.00,4963,2020-12-01,2020,1,Protests,Peaceful protest,Protesters (Armenia),Labour Group (Armenia),6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,RFE/RL; Yerkir; A1+,National-International,"On 1 December 2020, parents and relatives of missing soldiers during the war in Nagorno Karabakh, organized a protest in front of the ministry of defense in Yerevan demanding to fasten search of missing soldiers and exchange hostages. Meanwhile, with the same demand singers, actors and other cultural figures organized a march to the US embassy and a group of people organized a protest in front of the house of an MP from the ruling party in Yerevan, all as part of string of nationwide protests against the agreement ending the war in Nagorno-Karabakh. [size=no report]",0,1607369873,ARM
7327647,51,ARM 4954.00,4954,2020-12-01,2020,1,Protests,Protest with intervention,Protesters (Armenia),ARFD: Armenian Revolutionary Federation,6,Police Forces of Armenia (2018-),,1,16,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,A1+,National,"On 1 December 2020, members of the Armenian Revolutionary Federation organized a protest march in Yerevan demanding the resignation of the prime minister of Armenia as part of string of nationwide protests against the agreement ending the war in Nagorno-Karabakh. The police dispersed detained 35 people, after protesters tried to block one of the streets. [size=no report]",0,1607369873,ARM
7327648,51,ARM 4961.00,4961,2020-12-01,2020,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Shirak,Akhuryan,,Gyumri,40.7847,43.8416,1,A1+,National,"On 1 December 2020, a group of people organized a protest in front of the house of an MP from the ruling party in Gyumri, demanding him to step down as part of string of nationwide protests against the agreement ending the war in Nagorno-Karabakh. [size=no report]",0,1607369873,ARM
7327631,51,ARM 4960.00,4960,2020-11-30,2020,1,Protests,Protest with intervention,Protesters (Armenia),ARFD: Armenian Revolutionary Federation,6,Police Forces of Armenia (2018-),,1,16,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,Yerevan Today; News Am,National,"On 30 November 2020, members of the Armenian Revolutionary Federation blocked Mashtots avenue in Yerevan demanding the resignation of the prime minister of Armenia as part of string of nationwide protests against the agreement ending the war in Nagorno-Karabakh. The police dispersed the protest and detained 33 people. [size=at least 33]",0,1607369873,ARM
7327682,51,ARM 4959.00,4959,2020-11-30,2020,1,Protests,Peaceful protest,Protesters (Armenia),Labour Group (Armenia),6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,Hetq,National,"On 30 November 2020, singers, actors and other cultural figures organized a march to the French embassy in Yerevan, demanding to free Armenian hostages captured by Azerbaijan and return the bodies of killed soldiers. On the same day, a group of people organized a protest in front of the house of an MP from the ruling party in Yerevan, demanding him to step down. Both protests took place as part of string of nationwide protests against the agreement ending the war in Nagorno-Karabakh. [size=no report]",0,1607369873,ARM
7327710,51,ARM 4956.00,4956,2020-11-30,2020,1,Protests,Excessive force against protesters,Protesters (Armenia),Reformists Party,6,Rioters (Armenia),,5,56,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,News Am,National,"On 30 November 2020, around 10 members of the Reformists party and others organized a protest in front of the house of an MP from the ruling party in Yerevan, demanding him to step down as part of string of nationwide protests against the agreement ending the war in Nagorno-Karabakh. During the protest an unidentified group physicaly attacked the protesters and 3 of them had to be hospitalized. [size=around 10]",0,1607369874,ARM
7327734,51,ARM 4953.00,4953,2020-11-29,2020,1,Protests,Peaceful protest,Protesters (Armenia),Labour Group (Armenia),6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,Tert,National,"On 29 November 2020, singers, actors and other cultural figures organized a march to the Russian embassy in Yerevan, demanding to free Armenian hostages captured by Azerbaijan and return the bodies of killed soldiers. A group of people also organized a protest in front of the houses of an MP from the ruling party in Yerevan. Both protests happened as part of string of nationwide protests against the agreement ending Nagorno-Karabakh conflict. [size=no report]",0,1607369874,ARM
7312804,51,ARM 4951.00,4951,2020-11-28,2020,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,RFE/RL; News Am,National-International,"On 28 November 2020, parents and relatives of the conscripts organized protests in front of the government house in Yerevan, demanding to relocate the soldiers from Nagorno-Karabakh to Armenia and give them a short vacation. After the meeting with the spokeswoman of the prime minister, people continued the protest next to the ministry of defense in Yerevan. [size=no report]",0,1606759999,ARM
7312805,51,ARM 4952.00,4952,2020-11-28,2020,1,Protests,Peaceful protest,Protesters (Armenia),Labour Group (Armenia),6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,A1+; RFE/RL,National-International,"On 28 November 2020, singers, actors and other cultural figures organized a protest in Yerevan, demanding to free Armenian hostages captured by Azerbaijan and return the bodies of killed soldiers, as part of string of nationwide protests against the agreement ending Nagorno-Karabakh conflict. [size=no report]",0,1606759999,ARM
7327712,51,ARM 4958.00,4958,2020-11-28,2020,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,News Am,National,"On 28 November 2020, a group of people organized a protest in front of the house of an MP from the ruling party in Yerevan, demanding him to step down as part of string of nationwide protests against the agreement ending the war in Nagorno-Karabakh. [size=no report]",0,1607369874,ARM
7312803,51,ARM 4949.00,4949,2020-11-27,2020,1,Protests,Peaceful protest,Protesters (Armenia),Labour Group (Armenia),6,,,0,60,Caucasus and Central Asia,Armenia,Gegharkunik,Vardenis,,Sotk,40.1997,45.8643,2,RFE/RL; News Am,National-International,"On 27 November 2020, workers of the gold mine in Sotk organized a protest near the mine, demanding clarification about the mine's future. The road to the gold mine was closed after the Armenian authorities reported that half of the mine's territory was handed over to Azerbaijan, as it is located in the Azerbaijani Kalbajar region. [size=no report]",0,1606759999,ARM
7312868,51,ARM 4950.00,4950,2020-11-27,2020,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,News Am,National,"On 27 November 2020, parents and relatives of the conscripts organized protests in front of the ministry of defense and the government house in Yerevan, demanding to transfer the soldiers from Nagorno-Karabakh to Armenia. [size=no report]",0,1606760000,ARM
7312802,51,ARM 4948.00,4948,2020-11-26,2020,1,Protests,Peaceful protest,Protesters (Armenia),ARFD: Armenian Revolutionary Federation; BHK: Prosperous Armenia Party,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,1in; News Am; Hraparak,National,"On 26 November 2020, people organized a protest in front of the Parliament building in Yerevan demanding from the ruling My step alliance vote for the abolition of martial law in Armenia, as part of string of nationwide protests against the agreement ending Nagorno-Karabakh conflict. Among the protesters were the member of the Armenian Revolutionary Federation and Prosperous Armenia Party. [size=no report]",0,1606759999,ARM
7312867,51,ARM 4946.00,4946,2020-11-26,2020,1,Protests,Peaceful protest,Protesters (Armenia),Former Government of Armenia (2008-2018),6,,,0,60,Caucasus and Central Asia,Armenia,Tavush,Idjevan,,Idjevan,40.8778,45.1516,1,News Am,National,"On 26 November 2020, a group of people organized a protest in Idjevan city (Idjevan, Tavush) demanding the resignation of the prime minister of Armenia as part of string of nationwide protests against the agreement ending Nagorno-Karabakh conflict. Among the protesters was a former MP. [size=no report]",0,1606760000,ARM
7312878,51,ARM 4947.00,4947,2020-11-26,2020,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,RFE/RL,International,"On 26 November 2020, hundreds of parents and relatives of missing soldiers during the war in Nagorno Karabakh, organized a protest in front of the government house in Yerevan demanding a meeting with the prime minister to address their questions. [size=hundreds]",0,1606760000,ARM
7327709,51,ARM 4957.00,4957,2020-11-25,2020,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,News Am,National,"On 25 November 2020, a group of people organized a protest in front of the house of an MP from the ruling party in Yerevan, demanding him to step down as part of string of nationwide protests against the agreement ending the war in Nagorno-Karabakh. [size=no report]",0,1607369874,ARM
7312851,51,ARM 4944.00,4944,2020-11-24,2020,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,Hetq,National,"On 24 November 2020, parents and relatives of missing soldiers during the war in Nagorno Karabakh, organized a protest in front of the government building in Yerevan demanding a meeting with the prime minister of Armenia to address their questions. [size=no report]",0,1606760000,ARM
